claim,veracity,label,evidence,evidence_label,article
the long term trend from albedo is of cooling.,true,supports,"the scattering of radiation causes atmospheric cooling, whereas absorption can cause atmospheric warming.",supports,albedo
the long term trend from albedo is of cooling.,true,supports,"[citation needed] arctic regions notably release more heat back into space than what they absorb, effectively cooling the earth.",supports,albedo
the long term trend from albedo is of cooling.,true,supports,"a layer of snowfall increases local albedo, reflecting away sunlight, leading to local cooling.",supports,albedo
the long term trend from albedo is of cooling.,true,supports,"an ice age is a long period of reduction in the temperature of the earth's surface and atmosphere, resulting in the presence or expansion of continental and polar ice sheets and alpine glaciers.",not_enough_info,ice age
the long term trend from albedo is of cooling.,true,supports,"orbital forcing from cycles in the earth's orbit around the sun has, for the past 2,000 years, caused a long-term northern hemisphere cooling trend that continued through the middle ages and the little ice age.",not_enough_info,little ice age
"""earth’s albedo has risen in the past few years, and by doing reconstructions of the past albedo, it appears that there was a significant reduction in earth’s albedo leading up to a lull in 1997.",true,supports,climate sensitivity can be estimated by using reconstructions of earth's past temperatures and co 2 levels.,not_enough_info,climate sensitivity
"""earth’s albedo has risen in the past few years, and by doing reconstructions of the past albedo, it appears that there was a significant reduction in earth’s albedo leading up to a lull in 1997.",true,supports,the reduction of snow cover and sea ice in the arctic reduces the albedo of the earth's surface.,not_enough_info,global warming
"""earth’s albedo has risen in the past few years, and by doing reconstructions of the past albedo, it appears that there was a significant reduction in earth’s albedo leading up to a lull in 1997.",true,supports,"ice and snow increase earth's albedo, i.e.",not_enough_info,ice age
"""earth’s albedo has risen in the past few years, and by doing reconstructions of the past albedo, it appears that there was a significant reduction in earth’s albedo leading up to a lull in 1997.",true,supports,"the ice sheets themselves, by raising the albedo (the extent to which the radiant energy of the sun is reflected from earth) created significant feedback to further cool the climate.",supports,quaternary glaciation
"the most interesting thing here is that the albedo forcings, in watts/sq meter seem to be fairly large.",true,supports,"called the albedo of earth, around 35 units are reflected back to space: 27 from the top of clouds, 2 from snow and ice-covered areas, and 6 by other parts of the atmosphere.",supports,earth's energy budget
"the most interesting thing here is that the albedo forcings, in watts/sq meter seem to be fairly large.",true,supports,"this comes to 0.087 watt/square metre, which represents only 0.027% of earth's total energy budget at the surface, which is dominated by 173,000 terawatts of incoming solar radiation.",not_enough_info,earth's energy budget
"the most interesting thing here is that the albedo forcings, in watts/sq meter seem to be fairly large.",true,supports,"in this report radiative forcing values are for changes relative to preindustrial conditions defined at 1750 and are expressed in watts per square meter (w/m2).""",not_enough_info,radiative forcing
"the most interesting thing here is that the albedo forcings, in watts/sq meter seem to be fairly large.",true,supports,radiative forcing (measured in watts per square meter) can be estimated in different ways for different components.,not_enough_info,radiative forcing
"the most interesting thing here is that the albedo forcings, in watts/sq meter seem to be fairly large.",true,supports,"""solar forcing""), the radiative forcing is simply the change in the average amount of solar energy absorbed per square meter of the earth's area.",not_enough_info,radiative forcing
the long term trend from albedo is that of cooling.,true,supports,"the scattering of radiation causes atmospheric cooling, whereas absorption can cause atmospheric warming.",supports,albedo
the long term trend from albedo is that of cooling.,true,supports,"[citation needed] arctic regions notably release more heat back into space than what they absorb, effectively cooling the earth.",supports,albedo
the long term trend from albedo is that of cooling.,true,supports,"a layer of snowfall increases local albedo, reflecting away sunlight, leading to local cooling.",supports,albedo
the long term trend from albedo is that of cooling.,true,supports,"orbital forcing from cycles in the earth's orbit around the sun has, for the past 2,000 years, caused a long-term northern hemisphere cooling trend that continued through the middle ages and the little ice age.",not_enough_info,little ice age
"tree-ring proxy reconstructions are reliable before 1960, tracking closely with the instrumental record and other independent proxies.",true,disputed,the deviation of some tree ring proxy measurements from the instrumental record since the 1950s raises the question of the reliability of tree ring proxies in the period before the instrumental temperature record.,refutes,divergence problem
"tree-ring proxy reconstructions are reliable before 1960, tracking closely with the instrumental record and other independent proxies.",true,disputed,"in august 2003 mann with phil jones published reconstructions using various high-resolution proxies including tree rings, ice cores and sediments.",not_enough_info,michael e. mann
"tree-ring proxy reconstructions are reliable before 1960, tracking closely with the instrumental record and other independent proxies.",true,disputed,"the temperature record of the past 1,000 years or longer is reconstructed using data from climate proxy records in conjunction with the modern instrumental temperature record which only covers the last 150 years at a global scale.",not_enough_info,temperature record of the past 1000 years
"tree-ring proxy reconstructions are reliable before 1960, tracking closely with the instrumental record and other independent proxies.",true,disputed,"as there are few instrumental records before 1850, temperatures before then must be reconstructed based on proxy methods.",supports,temperature record of the past 1000 years
"tree-ring proxy reconstructions are reliable before 1960, tracking closely with the instrumental record and other independent proxies.",true,disputed,"individual proxy records, such as tree ring widths and densities used in dendroclimatology, are calibrated against the instrumental record for the period of overlap.",not_enough_info,temperature record of the past 1000 years
"europe and asia  emit most of the soot from burning coal, wood, dung, and diesel in open  fires or without particulate filters in stoves, chimneys, smokestacks,  and exhaust pipes.",true,supports,"most of these fine particles are a by-product of... burning... coal, gasoline, diesel, wood, trash...",supports,air pollution
"europe and asia  emit most of the soot from burning coal, wood, dung, and diesel in open  fires or without particulate filters in stoves, chimneys, smokestacks,  and exhaust pipes.",true,supports,modern car engines use a diesel particulate filter (dpf) to capture carbon particles and then intermittently burn them using extra fuel injected directly into the filter.,not_enough_info,diesel exhaust
"europe and asia  emit most of the soot from burning coal, wood, dung, and diesel in open  fires or without particulate filters in stoves, chimneys, smokestacks,  and exhaust pipes.",true,supports,a diesel particulate filter (dpf) is a device designed to remove diesel particulate matter or soot from the exhaust gas of a diesel engine.,not_enough_info,diesel particulate filter
"europe and asia  emit most of the soot from burning coal, wood, dung, and diesel in open  fires or without particulate filters in stoves, chimneys, smokestacks,  and exhaust pipes.",true,supports,"they include soot from coal burning, internal-combustion engines, power-plant boilers, hog-fuel boilers, ship boilers, central steam-heat boilers, waste incineration, local field burning, house fires, forest fires, fireplaces, and furnaces.",supports,soot
"""nasa satellite data from the years 2000 through 2011 show the earth's atmosphere is allowing far more heat to be released into space than alarmist computer models have predicted, reports a new study in the peer-reviewed science journal remote sensing.",false,refutes,"visible and infrared mapping spectrometer (vims) the vims was a remote sensing instrument that captured images using visible and infrared light to learn more about the composition of moon surfaces, the rings, and the atmospheres of saturn and titan.",not_enough_info,cassini–huygens
"""nasa satellite data from the years 2000 through 2011 show the earth's atmosphere is allowing far more heat to be released into space than alarmist computer models have predicted, reports a new study in the peer-reviewed science journal remote sensing.",false,refutes,"a study released in 2009, combined historical weather station data with satellite measurements to deduce past temperatures over large regions of the continent, and these temperatures indicate an overall warming trend.",not_enough_info,global warming controversy
"""nasa satellite data from the years 2000 through 2011 show the earth's atmosphere is allowing far more heat to be released into space than alarmist computer models have predicted, reports a new study in the peer-reviewed science journal remote sensing.",false,refutes,this premature announcement came from a preliminary news release about a study which had not yet been peer reviewed.,refutes,global warming controversy
"""nasa satellite data from the years 2000 through 2011 show the earth's atmosphere is allowing far more heat to be released into space than alarmist computer models have predicted, reports a new study in the peer-reviewed science journal remote sensing.",false,refutes,"in a nasa report published in january 2013, hansen and sato noted ""the 5-year mean global temperature has been flat for a decade, which we interpret as a combination of natural variability and a slowdown in the growth rate of the net climate forcing.""",not_enough_info,global warming controversy
hansen's 1988 results are evidence that the actual climate sensitivity is about 3°c for a doubling of atmospheric co2.,true,disputed,"without feedbacks the radiative forcing of approximately 3.7 w/m2, due to doubling co 2 from the pre-industrial 280 ppm, would eventually result in roughly 1 °c global warming.",refutes,climate sensitivity
hansen's 1988 results are evidence that the actual climate sensitivity is about 3°c for a doubling of atmospheric co2.,true,disputed,the equilibrium climate sensitivity (ecs) refers to the equilibrium change in global mean near-surface air temperature that would result from a sustained doubling of the atmospheric equivalent co 2 concentration (δt2×).,supports,climate sensitivity
hansen's 1988 results are evidence that the actual climate sensitivity is about 3°c for a doubling of atmospheric co2.,true,disputed,"in his first paper on the matter, he estimated that global temperature would rise by around 5 to 6 °c (9.0 to 10.8 °f) if the quantity of co 2 was doubled.",refutes,climate sensitivity
hansen's 1988 results are evidence that the actual climate sensitivity is about 3°c for a doubling of atmospheric co2.,true,disputed,"for constant humidity they computed a climate sensitivity of 2.3 °c per doubling of co2 (which they rounded to 2, the value most often quoted from their work, in the abstract of the paper).",not_enough_info,climate sensitivity
hansen's 1988 results are evidence that the actual climate sensitivity is about 3°c for a doubling of atmospheric co2.,true,disputed,an alternate scenario would keep the warming to below this if climate sensitivity were below 3 °c for doubled co 2.,not_enough_info,james hansen
"'on june 23, 1988, nasa scientist james hansen testified before the house of representatives that there was a strong ""cause and effect relationship"" between observed temperatures and human emissions into the atmosphere.",true,supports,"hansen was invited by rafe pomerance to testify before the united states senate committee on energy and natural resources on june 23, 1988.",not_enough_info,james hansen
"'on june 23, 1988, nasa scientist james hansen testified before the house of representatives that there was a strong ""cause and effect relationship"" between observed temperatures and human emissions into the atmosphere.",true,supports,"hansen testified that ""global warming has reached a level such that we can ascribe with a high degree of confidence a cause and effect relationship between the greenhouse effect and observed warming...it is already happening now"" and ""the greenhouse effect has been detected and it is changing our climate now...we already reached the point where the greenhouse effect is important.""",supports,james hansen
"'on june 23, 1988, nasa scientist james hansen testified before the house of representatives that there was a strong ""cause and effect relationship"" between observed temperatures and human emissions into the atmosphere.",true,supports,hansen said that nasa was 99% confident that the warming was caused by the accumulation of greenhouse gases in the atmosphere and not a random fluctuation.,not_enough_info,james hansen
"'on june 23, 1988, nasa scientist james hansen testified before the house of representatives that there was a strong ""cause and effect relationship"" between observed temperatures and human emissions into the atmosphere.",true,supports,"during a senate meeting on june 23, 1988, hansen reported that he was ninety-nine percent certain the earth was warmer then than it had ever been measured to be, there was a clear cause and effect relationship with the greenhouse effect and lastly that due to global warming, the likelihood of freak weather was steadily increasing.",supports,james hansen
"'on june 23, 1988, nasa scientist james hansen testified before the house of representatives that there was a strong ""cause and effect relationship"" between observed temperatures and human emissions into the atmosphere.",true,supports,...dr. james e. hansen of the national aeronautics and space administration told a congressional committee that it was 99 percent certain that the warming trend was not a natural variation but was caused by a buildup of carbon dioxide and other artificial gases in the atmosphere.,not_enough_info,james hansen
"at that time, hansen also produced a model of the future behavior of the globe’s temperature, which he had turned into a video movie that was heavily shopped in congress.",true,supports,"the first climate prediction computed from a general circulation model that was published by hansen was in 1988, the same year as his well-known senate testimony.",not_enough_info,james hansen
"at that time, hansen also produced a model of the future behavior of the globe’s temperature, which he had turned into a video movie that was heavily shopped in congress.",true,supports,"hansen concluded that global warming would be evident within the next few decades, and that it would result in temperatures at least as high as during the eemian.",not_enough_info,james hansen
"at that time, hansen also produced a model of the future behavior of the globe’s temperature, which he had turned into a video movie that was heavily shopped in congress.",true,supports,"hansen compared the corrected troposphere temperatures with the results of the published giss model, and concluded that the model is in good agreement with the observations, noting that the satellite temperature data had been the last holdout of global warming denialists, and that the correction of the data would result in a change from discussing whether global warming is occurring to what is the rate of global warming, and what should be done about it.",not_enough_info,james hansen
"at that time, hansen also produced a model of the future behavior of the globe’s temperature, which he had turned into a video movie that was heavily shopped in congress.",true,supports,...dr. james e. hansen of the national aeronautics and space administration told a congressional committee that it was 99 percent certain that the warming trend was not a natural variation but was caused by a buildup of carbon dioxide and other artificial gases in the atmosphere.,supports,james hansen
but his results are evidence that the actual climate sensitivity is about 3°c for a doubling of atmospheric co2.,true,disputed,"lindzen has stated that due to the non-linear effects of carbon dioxide in the atmosphere, co2 levels are now around 30% higher than pre-industrial levels but temperatures have responded by about 75% 0.6 °c (1.08 °f) of the expected value for a doubling of co2.",not_enough_info,richard lindzen
but his results are evidence that the actual climate sensitivity is about 3°c for a doubling of atmospheric co2.,true,disputed,"the ipcc (2007) estimates that the expected rise in temperature due to a doubling of co2 to be about 3 °c (5.4 °f), ± 1.5°.",supports,richard lindzen
but his results are evidence that the actual climate sensitivity is about 3°c for a doubling of atmospheric co2.,true,disputed,lindzen has given estimates of the earth's climate sensitivity to be 0.5 °c based on erbe data.,not_enough_info,richard lindzen
but his results are evidence that the actual climate sensitivity is about 3°c for a doubling of atmospheric co2.,true,disputed,"on the other hand, any doubling of the percentage of carbon dioxide in the air would raise the temperature of the earth's surface by 4°; and if the carbon dioxide were increased fourfold, the temperature would rise by 8°.""",supports,svante arrhenius
"had he used the currently accepted value of approximately 3°c warming for a doubling of atmospheric co2, hansen would have correctly projected the ensuing global warming.",true,supports,"the effect was more fully quantified by svante arrhenius in 1896, who made the first quantitative prediction of global warming due to a hypothetical doubling of atmospheric carbon dioxide.",not_enough_info,greenhouse effect
"had he used the currently accepted value of approximately 3°c warming for a doubling of atmospheric co2, hansen would have correctly projected the ensuing global warming.",true,supports,"he argued that if the temperature rose 0.4 °c above the 1950–1980 mean for a few years, it would be the ""smoking gun"" pointing to human-caused global warming.",not_enough_info,james hansen
"had he used the currently accepted value of approximately 3°c warming for a doubling of atmospheric co2, hansen would have correctly projected the ensuing global warming.",true,supports,"decades ago, they correctly predicted how much earth's temperature would rise due to increasing atmospheric co2.",not_enough_info,james hansen
"had he used the currently accepted value of approximately 3°c warming for a doubling of atmospheric co2, hansen would have correctly projected the ensuing global warming.",true,supports,"in 2000, hansen advanced an alternative view of global warming over the last 100 years, arguing that during that time frame the negative forcing via aerosols and the positive forcing via carbon dioxide (co 2) largely balanced each other out, and that the 0.74±0.18 °c net rise in average global temperatures could mostly be explained by greenhouse gases other than carbon dioxide, such as methane and chlorofluorocarbons.",not_enough_info,james hansen
"global brightening is caused by changes in cloud cover, reflective aerosols and absorbing aerosols.",true,disputed,"in addition to black carbon, fossil fuel and biofuel soot contain aerosols and particulate matter that cool the planet by reflecting the sun's radiation away from the earth.",supports,black carbon
"global brightening is caused by changes in cloud cover, reflective aerosols and absorbing aerosols.",true,disputed,a purely scattering aerosol will reflect energy that would normally be absorbed by the earth-atmosphere system back to space and leads to a cooling effect.,supports,black carbon
"global brightening is caused by changes in cloud cover, reflective aerosols and absorbing aerosols.",true,disputed,"solid and liquid particles known as aerosols – from volcanoes, plankton, and human-made pollutants – reflect incoming sunlight, cooling the climate.",refutes,global warming
"while changes in cloud cover & aerosols lead to more sunlight hitting the surface, this can be compensated by the cooling effect on the atmosphere due to fewer clouds trapping less warmth and fewer absorbing aerosols absorbing less sunlight.",true,disputed,"some primarily scatter sunlight and thereby cool the planet, while others absorb sunlight and warm the atmosphere.",not_enough_info,climate system
"while changes in cloud cover & aerosols lead to more sunlight hitting the surface, this can be compensated by the cooling effect on the atmosphere due to fewer clouds trapping less warmth and fewer absorbing aerosols absorbing less sunlight.",true,disputed,"the particles reflect and absorb sunlight, less sun rays reach earth surface layers, thus resulting in cooler water and land surface temperatures, and also less cloud formation, subsequently dampening the development of hurricanes.",not_enough_info,global dimming
"while changes in cloud cover & aerosols lead to more sunlight hitting the surface, this can be compensated by the cooling effect on the atmosphere due to fewer clouds trapping less warmth and fewer absorbing aerosols absorbing less sunlight.",true,disputed,"if cloud cover increases, more sunlight will be reflected back into space, cooling the planet.",refutes,global warming
"while changes in cloud cover & aerosols lead to more sunlight hitting the surface, this can be compensated by the cooling effect on the atmosphere due to fewer clouds trapping less warmth and fewer absorbing aerosols absorbing less sunlight.",true,disputed,"for instance, the change from a dark forest to grassland makes the surface lighter, causing it to reflect more sunlight.",not_enough_info,global warming
"while changes in cloud cover & aerosols lead to more sunlight hitting the surface, this can be compensated by the cooling effect on the atmosphere due to fewer clouds trapping less warmth and fewer absorbing aerosols absorbing less sunlight.",true,disputed,"for instance, if absorbing aerosols are present in a layer aloft in the atmosphere, they can heat surrounding air which inhibits the condensation of water vapour, resulting in less cloud formation.",supports,particulates
"satellites confirmed measurements from ground stations show a considerable, and naturally-occurring, global brightening from 1983-2001 (pinker et al., 2005).",true,supports,"wild et al., using measurements over land, report brightening since 1990, and pinker et al.",supports,global dimming
"satellites confirmed measurements from ground stations show a considerable, and naturally-occurring, global brightening from 1983-2001 (pinker et al., 2005).",true,supports,"""a revisit of global dimming and brightening based on the sunshine duration"".",not_enough_info,global warming
"satellites confirmed measurements from ground stations show a considerable, and naturally-occurring, global brightening from 1983-2001 (pinker et al., 2005).",true,supports,"from 1961 to 1990, a gradual reduction in the amount of sunlight reaching the earth's surface was observed, a phenomenon popularly known as global dimming, typically attributed to aerosols from biofuel and fossil fuel burning.",not_enough_info,global warming
"arctic sea ice loss is three times greater than antarctic sea ice gain, and the amount of solar energy absorbed by the earth is increasing as a result.",true,supports,the amount of solar energy reaching earth's surface decreases with increasing latitude.,not_enough_info,earth
"arctic sea ice loss is three times greater than antarctic sea ice gain, and the amount of solar energy absorbed by the earth is increasing as a result.",true,supports,"this effect is much less significant than the total energy change due to the axial tilt, and most of the excess energy is absorbed by the higher proportion of water in the southern hemisphere.",not_enough_info,earth
"arctic sea ice loss is three times greater than antarctic sea ice gain, and the amount of solar energy absorbed by the earth is increasing as a result.",true,supports,"more of the sun's energy is now absorbed in these regions, contributing to arctic amplification, which has caused arctic temperatures to increase at more than twice the rate of the rest of the world.",supports,global warming
"arctic sea ice loss is three times greater than antarctic sea ice gain, and the amount of solar energy absorbed by the earth is increasing as a result.",true,supports,as the ice melts it lowers the albedo thus causing more heat to be absorbed by the earth and further increase the amount of melting ice.,supports,sea ice
the motions of the massive oceans where heat is moved between deep layers and the surface provides variability on time scales from years to centuries.,true,supports,"surface water temperatures, which vary with latitude, current systems, and season and reflect the latitudinal distribution of solar energy, range from below −2 °c (28 °f) to over 30 °c (86 °f).",supports,atlantic ocean
the motions of the massive oceans where heat is moved between deep layers and the surface provides variability on time scales from years to centuries.,true,supports,"these fluctuations in atmospheric temperature, sea surface temperature, precipitation or other parameters can be quasi-periodic, often occurring on inter-annual, multi-annual, decadal, multidecadal, century-wide, millennial or longer timescales.",supports,climate variability
the motions of the massive oceans where heat is moved between deep layers and the surface provides variability on time scales from years to centuries.,true,supports,"by itself, the climate system experiences various cycles which can last for years (such as the el niño–southern oscillation) to decades or centuries.",not_enough_info,global warming
"in fact, the authors go on to estimate climate sensitivity from their findings, calculate a value between 2.3 to 4.1°c.",true,disputed,the ipcc literature assessment estimates that tcr likely lies between 1 °c and 2.5 °c.,refutes,climate sensitivity
"in fact, the authors go on to estimate climate sensitivity from their findings, calculate a value between 2.3 to 4.1°c.",true,disputed,"for constant humidity they computed a climate sensitivity of 2.3 °c per doubling of co2 (which they rounded to 2, the value most often quoted from their work, in the abstract of the paper).",supports,climate sensitivity
"in fact, the authors go on to estimate climate sensitivity from their findings, calculate a value between 2.3 to 4.1°c.",true,disputed,"the 1990 ipcc first assessment report estimated that equilibrium climate sensitivity to a doubling of co 2 lay between 1.5 and 4.5 °c (2.7 and 8.1 °f), with a ""best guess in the light of current knowledge"" of 2.5 °c (4.5 °f).",supports,climate sensitivity
"in fact, the authors go on to estimate climate sensitivity from their findings, calculate a value between 2.3 to 4.1°c.",true,disputed,"ipcc authors concluded ecs is very likely to be greater than 1.5 °c (2.7 °f) and likely to lie in the range 2 to 4.5 °c (4 to 8.1 °f), with a most likely value of about 3 °c (5 °f).",supports,climate sensitivity
"the petition project features over 31,000 scientists signing the petition stating ""there is no convincing scientific evidence that human release of carbon dioxide will, in the forseeable future, cause catastrophic heating of the earth's atmosphere"".",true,disputed,"there is no convincing scientific evidence that human release of carbon dioxide, methane, or other greenhouse gases is causing or will, in the foreseeable future, cause catastrophic heating of the earth's atmosphere and disruption of the earth's climate.",supports,climate change denial
"the petition project features over 31,000 scientists signing the petition stating ""there is no convincing scientific evidence that human release of carbon dioxide will, in the forseeable future, cause catastrophic heating of the earth's atmosphere"".",true,disputed,"in november 2017, a second warning to humanity signed by 15,364 scientists from 184 countries stated that ""the current trajectory of potentially catastrophic climate change due to rising greenhouse gases from burning fossil fuels, deforestation, and agricultural production – particularly from farming ruminants for meat consumption"" is ""especially troubling"".",refutes,global warming
"the petition project features over 31,000 scientists signing the petition stating ""there is no convincing scientific evidence that human release of carbon dioxide will, in the forseeable future, cause catastrophic heating of the earth's atmosphere"".",true,disputed,evidence from the geological record is consistent with the physics that shows that adding large amounts of carbon dioxide to the atmosphere warms the world and may lead to: higher sea levels and flooding of low-lying coasts; greatly changed patterns of rainfall; increased acidity of the oceans; and decreased oxygen levels in seawater.,refutes,scientific consensus on climate change
"the fact that so many studies on climate change don't bother to endorse the consensus position is significant because scientists have largely moved from what's causing global warming onto discussing details of the problem (eg - how fast, how soon, impacts, etc).",true,supports,"international council of academies of engineering and technological sciences (caets) in 2007, issued a statement on environment and sustainable growth: as reported by the intergovernmental panel on climate change (ipcc), most of the observed global warming since the mid-20th century is very likely due to human-produced emission of greenhouse gases and this warming will continue unabated if present anthropogenic emissions continue or, worse, expand without control.",not_enough_info,scientific consensus on climate change
"when stomata-derived co2 (red) is compared to ice core-derived co2 (blue), the stomata generally show much more variability in the atmospheric co2 level and often show levels much higher than the ice cores.",true,supports,relevant to this dispute is the observation that greenland ice cores often report higher and more variable co 2 values than similar measurements in antarctica.,not_enough_info,carbon dioxide in earth's atmosphere
"when stomata-derived co2 (red) is compared to ice core-derived co2 (blue), the stomata generally show much more variability in the atmospheric co2 level and often show levels much higher than the ice cores.",true,supports,"one study using evidence from stomata of fossilized leaves suggests greater variability, with carbon dioxide mole fractions above 300 ppm during the period seven to ten thousand years ago, though others have argued that these findings more likely reflect calibration or contamination problems rather than actual co 2 variability.",supports,greenhouse gas
"when stomata-derived co2 (red) is compared to ice core-derived co2 (blue), the stomata generally show much more variability in the atmospheric co2 level and often show levels much higher than the ice cores.",true,supports,"because of the way air is trapped in ice (pores in the ice close off slowly to form bubbles deep within the firn) and the time period represented in each ice sample analyzed, these figures represent averages of atmospheric concentrations of up to a few centuries rather than annual or decadal levels.",not_enough_info,greenhouse gas
"when stomata-derived co2 (red) is compared to ice core-derived co2 (blue), the stomata generally show much more variability in the atmospheric co2 level and often show levels much higher than the ice cores.",true,supports,measured atmospheric concentrations of carbon dioxide are currently 100 ppm higher than pre-industrial levels.,not_enough_info,greenhouse gas
"arctic summer sea ice has shrunk by an area equal to western australia, and might be all gone in a decade.",false,refutes,research shows that the arctic may become ice-free in the summer for the first time in human history by 2040.,not_enough_info,arctic ocean
"arctic summer sea ice has shrunk by an area equal to western australia, and might be all gone in a decade.",false,refutes,"there is a large variance in predictions of arctic sea ice loss, with models showing near-complete to complete loss in september from 2040 to some time well beyond 2100.",not_enough_info,arctic
"arctic summer sea ice has shrunk by an area equal to western australia, and might be all gone in a decade.",false,refutes,"global warming has led to decades of shrinking and thinning of the arctic sea ice, making it vulnerable to atmospheric anomalies.",not_enough_info,global warming
"thanks to a rapid rebound in recent months, global sea ice levels now equal those seen 29 years ago, when the year 1979 also drew to a close.",true,disputed,"this post-glacial rebound, which proceeds very slowly after the melting of the ice sheet or glacier, is currently occurring in measurable amounts in scandinavia and the great lakes region of north america.",refutes,glacier
"thanks to a rapid rebound in recent months, global sea ice levels now equal those seen 29 years ago, when the year 1979 also drew to a close.",true,disputed,"due to the high viscosity of the earth's mantle, the flow of mantle rocks which controls the rebound process is very slow—at a rate of about 1 cm/year near the center of rebound area today.",not_enough_info,ice age
"thanks to a rapid rebound in recent months, global sea ice levels now equal those seen 29 years ago, when the year 1979 also drew to a close.",true,disputed,"unusually rapid (up to 4.1 cm/year) present glacial isostatic rebound due to recent ice mass losses in the amundsen sea embayment region of antarctica coupled with low regional mantle viscosity is predicted to provide a modest stabilizing influence on marine ice sheet instability in west antarctica, but likely not to a sufficient degree to arrest it.",supports,post-glacial rebound
"thanks to a rapid rebound in recent months, global sea ice levels now equal those seen 29 years ago, when the year 1979 also drew to a close.",true,disputed,recent global warming has caused mountain glaciers and the ice sheets in greenland and antarctica to melt and global sea level to rise.,not_enough_info,post-glacial rebound
"in fact, the rate of increase from september onward is the fastest rate of change on record, either upwards or downwards.",false,refutes,"it then entered a pronounced decline, which accelerated markedly in october 2008.",refutes,financial crisis of 2007–08
"in fact, the rate of increase from september onward is the fastest rate of change on record, either upwards or downwards.",false,refutes,"the us unemployment rate increased to 10.1% by october 2009, the highest rate since 1983 and roughly twice the pre-crisis rate.",not_enough_info,financial crisis of 2007–08
"in fact, the rate of increase from september onward is the fastest rate of change on record, either upwards or downwards.",false,refutes,"already-rising default rates on ""subprime"" and adjustable-rate mortgages (arm) began to increase quickly thereafter.",not_enough_info,financial crisis of 2007–08
"in fact, the rate of increase from september onward is the fastest rate of change on record, either upwards or downwards.",false,refutes,"from september 2018 onward, as the economic and political news worsened, the bloated us stockmarkets began to deflate, while the vix index trebled.",not_enough_info,tendency of the rate of profit to fall
"the data is being reported by the university of illinois's arctic climate research center, and is derived from satellite observations of the northern and southern hemisphere polar regions (daily tech).",true,supports,"satellite data since the early 1970s reveal considerable seasonal, regional, and interannual variability in the sea-ice covers of both hemispheres.",supports,cryosphere
"the data is being reported by the university of illinois's arctic climate research center, and is derived from satellite observations of the northern and southern hemisphere polar regions (daily tech).",true,supports,"the ir estimates have rather low skill at short time and space scales, but are available very frequently (15 minutes or more often) from satellites in geosynchronous earth orbit.",not_enough_info,precipitation
"the data is being reported by the university of illinois's arctic climate research center, and is derived from satellite observations of the northern and southern hemisphere polar regions (daily tech).",true,supports,these models typically derive snow water equivalent (swe) in some manner from satellite observations of snow cover.,not_enough_info,snow
"ice mass loss is occuring at an accelerated rate in greenland, antarctica and globally from inland glaciers.",true,supports,"the greenland, and possibly the antarctic, ice sheets have been losing mass recently, because losses by ablation including outlet glaciers exceed accumulation of snowfall.",supports,ice sheet
"ice mass loss is occuring at an accelerated rate in greenland, antarctica and globally from inland glaciers.",true,supports,"""a tipping point in refreezing accelerates mass loss of greenland's glaciers and ice caps"".",supports,sea level rise
arctic sea ice is also falling at an accelerated rate.,true,supports,the fast rate of the sea ice melting is resulting in the oceans absorbing and heating up the arctic.,not_enough_info,arctic sea ice decline
arctic sea ice is also falling at an accelerated rate.,true,supports,accelerated decline in the arctic sea ice.,supports,arctic sea ice decline
arctic sea ice is also falling at an accelerated rate.,true,supports,"""ice melting across globe at accelerating rate, nasa says.""",supports,arctic
arctic sea ice is also falling at an accelerated rate.,true,supports,the rate of the decline in entire arctic ice coverage is accelerating.,supports,climate change in the arctic
arctic sea ice is also falling at an accelerated rate.,true,supports,"""antarctica ice melt has accelerated by 280% in the last 4 decades"".",not_enough_info,sea level rise
the exception to this ice loss is antarctic sea ice which has been growing despite the warming southern ocean.,true,supports,"the net change is a slight increase in the area of sea ice in the antarctic seas (unlike the arctic ocean, which is showing a much stronger decrease in the area of sea ice).",supports,antarctic sea ice
the exception to this ice loss is antarctic sea ice which has been growing despite the warming southern ocean.,true,supports,sea ice coverage in the arctic has shrunk at a much faster rate than it has expanded in the southern ocean.,supports,antarctic sea ice
the exception to this ice loss is antarctic sea ice which has been growing despite the warming southern ocean.,true,supports,sea ice extent expands annually in the antarctic winter and most of this ice melts in the summer.,supports,antarctica
"together, these two unaltered [sea level] datasets indicate that global mean sea level trend has remained stable over the entire period 1992-2007, altogether eliminating the apparent 3.2 mm/year rate of sea-level rise arising from the “adjusted” data.",false,refutes,"since 1900, the sea level has risen at an average of 1.7 mm (0.067 in) per year; since 1993, satellite altimetry from topex/poseidon indicates a rate of about 3 mm (0.12 in) per year.",refutes,physical impacts of climate change
"together, these two unaltered [sea level] datasets indicate that global mean sea level trend has remained stable over the entire period 1992-2007, altogether eliminating the apparent 3.2 mm/year rate of sea-level rise arising from the “adjusted” data.",false,refutes,current rates of sea level rise from satellite altimetry have been estimated to be 3.0 ± 0.4 millimetres (0.118 ± 0.016 in) per year for the period 1993–2017.,not_enough_info,sea level rise
"together, these two unaltered [sea level] datasets indicate that global mean sea level trend has remained stable over the entire period 1992-2007, altogether eliminating the apparent 3.2 mm/year rate of sea-level rise arising from the “adjusted” data.",false,refutes,"this network was used, in combination with satellite altimeter data, to establish that global mean sea-level rose 19.5 cm (7.7 in) between 1870 and 2004 at an average rate of about 1.44 mm/yr (1.7 mm/yr during the 20th century).",refutes,sea level rise
