claim,veracity,label
"the universal use of face masks in public could significantly reduce the spread of the virus, and if paired with lockdowns, prevent future waves of infection.",true,support
multiple early studies provide evidence of less correlation between temperature and humidity ranges and the geographic regions where this virus has thrived.,false,refute
the coronavirus began spreading in the united states in late january or early february when the first detections by public health surveillance systems that help monitor for early signs of novel contagions were made.,false,refute
"the coronavirus began spreading in the united states as early as the second half of january, eluding detection by public health surveillance systems that help monitor for early signs of novel contagions.",true,support
health experts say that it makes no difference: a study by harvard’s center for communicable disease dynamics found that singapore was just as likely to detect infected people as other nations despite its “very strong epidemiological surveillance and contact-tracing capacity.”,false,refute
health experts say that it makes no difference: a study by harvard’s center for communicable disease dynamics found that singapore was just as likely to detect infected people as other nations despite its “very strong epidemiological surveillance and contact-tracing capacity.”,false,refute
there was no partisanship in decision-making to institute mask mandates to protect against the coronavirus.,false,refute
states led by republican governors have been slower than those led by democrats to require residents to wear masks to protect against the novel coronavirus — if they have adopted such rules at all.,true,support
states led by republican governors have been slower than those led by democrats to require residents to wear masks to protect against the novel coronavirus — if they have adopted such rules at all.,true,support
masks wearing does not drastically reduce transmission of the coronavirus.,false,refute
some scientists estimated only one quarter of the population had been infected in manaus by october of 2020.,false,refute
some scientists estimated three-fourths of the population had been infected in manaus by october of 2020.,true,support
some scientists estimated three-fourths of the population had been infected in manaus by october of 2020.,true,support
some scientists estimated three-fourths of the population had been infected in manaus by october of 2020.,true,support
in adult covid-19 patients at least one symptom was reported in the majority of cases.,true,support
one research study published in the journal science estimated that 95 percent of the manaus population already had been infected by the coronavirus sars-cov-2 in october.,false,refute
one research study published in the journal science estimated that 76 percent of the manaus population already had been infected by the coronavirus sars-cov-2 in october.,true,support
one modeling study found that housing more prisoners alone in single cells could sharply reduce coronavirus infections.,true,support
"a study published last week by scientists at imperial college london, and not yet peer-reviewed, estimated that the variant first detected in britain is less transmissible than the more common strain of the virus.",false,refute
"a study published last week by scientists at imperial college london, and not yet peer-reviewed, estimated that the variant first detected in britain is less transmissible than the more common strain of the virus.",false,refute
"a study published last week by scientists at imperial college london, and not yet peer-reviewed, estimated that the variant first detected in britain is more transmissible than the more common strain of the virus.",true,support
wealthy nations had reserved the majority of various vaccine doses even though they make up a fraction of the world's population.,true,support
underlying conditions have no correlation with covid-19 hospitalizations or deaths.,false,refute
administering convalescent plasma can help severely ill covid-19 patients.,true,support
"a growing number of studies have found that mask-wearing can increase the risk of transmitting the coronavirus and the severity of covid-19, the illness it causes — evidence masks do not protect the wearer and others.",false,refute
meat processing facilities have not experienced the widespread dissemination of covid-19.,false,refute
meat processing facilities have not experienced the widespread dissemination of covid-19.,false,refute
there exists collateral damage and widespread dissemination of covid-19 from meat processing facilities.,true,support
there exists collateral damage and widespread dissemination of covid-19 from meat processing facilities.,true,support
"global wildlife trade, particularly in exotic or endangered species has no impact on the risk of transmission of the coronavirus.",false,refute
"the risk of coronavirus is exacerbated by deforestation, hunting, and the global wildlife trade, particularly in exotic or endangered species.",true,support
a march study found no cruise ship-linked covid-19 cases in the united states.,false,refute
a march study found that cruise ship-linked cases accounted for covid-19 cases in the united states.,true,support
adults who tested positive for the coronavirus were just as likely to have eaten at a restaurant in the two weeks before getting sick compared with people who were not infected.,false,refute
scientists have successfully isolated infectious sars-cov-2 from urine in laboratory settings.,true,support
"in male patients, the t-cell response to a coronavirus infection was identical to that in females, the scientists found.",false,refute
"women took the same approach to covid-19, a recent poll found, expressing the same concerns as men that they could return to workplaces safely.",false,refute
"women took a more cautious approach to covid-19, a recent poll found, expressing more concern than men that they could return to workplaces safely.",true,support
